"","DEPARTAMENTO","PROVINCIA","DISTRITO","deaths_distrito","deaths_provincia","deaths_departamento","distr_prov","prov_dpto","distr_dpto"
"642","HUANCAVELICA","HUAYTARA","QUITO ARMA",1,20,231,5,8.7,0.4
"643","HUANCAVELICA","HUAYTARA","SAN FRANCISCO DE SANGAYAICO",1,20,231,5,8.7,0.4
"644","HUANCAVELICA","HUAYTARA","SANTIAGO DE CHOCORVOS",6,20,231,30,8.7,2.6
"645","HUANCAVELICA","HUAYTARA","TAMBO",1,20,231,5,8.7,0.4
"646","HUANCAVELICA","TAYACAJA","<d1>AHUIMPUQUIO",2,43,231,4.7,18.6,0.9
"647","HUANCAVELICA","TAYACAJA","ACOSTAMBO",2,43,231,4.7,18.6,0.9
"648","HUANCAVELICA","TAYACAJA","ACRAQUIA",5,43,231,11.6,18.6,2.2
"649","HUANCAVELICA","TAYACAJA","AHUAYCHA",2,43,231,4.7,18.6,0.9
"650","HUANCAVELICA","TAYACAJA","COLCABAMBA",1,43,231,2.3,18.6,0.4
"651","HUANCAVELICA","TAYACAJA","DANIEL HERNANDEZ",3,43,231,7,18.6,1.3
"652","HUANCAVELICA","TAYACAJA","HUACHOCOLPA",1,43,231,2.3,18.6,0.4
"653","HUANCAVELICA","TAYACAJA","HUARIBAMBA",3,43,231,7,18.6,1.3
"654","HUANCAVELICA","TAYACAJA","PAMPAS",15,43,231,34.9,18.6,6.5
"655","HUANCAVELICA","TAYACAJA","PAZOS",1,43,231,2.3,18.6,0.4
"656","HUANCAVELICA","TAYACAJA","PICHOS",2,43,231,4.7,18.6,0.9
"657","HUANCAVELICA","TAYACAJA","QUICHUAS",1,43,231,2.3,18.6,0.4
"658","HUANCAVELICA","TAYACAJA","SALCABAMBA",3,43,231,7,18.6,1.3
"659","HUANCAVELICA","TAYACAJA","SAN MARCOS DE ROCCHAC",1,43,231,2.3,18.6,0.4
"660","HUANCAVELICA","TAYACAJA","SURCUBAMBA",1,43,231,2.3,18.6,0.4
"661","HUANUCO","AMBO","AMBO",20,37,764,54.1,4.8,2.6
"662","HUANUCO","AMBO","CAYNA",1,37,764,2.7,4.8,0.1
"663","HUANUCO","AMBO","COLPAS",1,37,764,2.7,4.8,0.1
"664","HUANUCO","AMBO","CONCHAMARCA",3,37,764,8.1,4.8,0.4
"665","HUANUCO","AMBO","HUACAR",6,37,764,16.2,4.8,0.8
"666","HUANUCO","AMBO","SAN RAFAEL",4,37,764,10.8,4.8,0.5
"667","HUANUCO","AMBO","TOMAY-KICHWA",1,37,764,2.7,4.8,0.1
"668","HUANUCO","AMBO","TOMAY KICHWA",1,37,764,2.7,4.8,0.1
"669","HUANUCO","DOS DE MAYO","APARICIO POMARES (CHUPAN)",1,23,764,4.3,3,0.1
"670","HUANUCO","DOS DE MAYO","CHUQUIS",1,23,764,4.3,3,0.1
"671","HUANUCO","DOS DE MAYO","HUALLANCA",1,23,764,4.3,3,0.1
"672","HUANUCO","DOS DE MAYO","LA UNION",6,23,764,26.1,3,0.8
"673","HUANUCO","DOS DE MAYO","PACHAS",4,23,764,17.4,3,0.5
"674","HUANUCO","DOS DE MAYO","QUIVILLA",1,23,764,4.3,3,0.1
"675","HUANUCO","DOS DE MAYO","RIPAN",4,23,764,17.4,3,0.5
"676","HUANUCO","DOS DE MAYO","RONDOS",1,23,764,4.3,3,0.1
"677","HUANUCO","DOS DE MAYO","SAN FRANCISCO DE ASIS",1,23,764,4.3,3,0.1
"678","HUANUCO","DOS DE MAYO","SILLAPATA",2,23,764,8.7,3,0.3
"679","HUANUCO","DOS DE MAYO","YANAS",1,23,764,4.3,3,0.1
"680","HUANUCO","HUACAYBAMBA","HUACAYBAMBA",3,4,764,75,0.5,0.4
"681","HUANUCO","HUACAYBAMBA","PINRA",1,4,764,25,0.5,0.1
"682","HUANUCO","HUAMALIES","JACAS GRANDE",2,22,764,9.1,2.9,0.3
"683","HUANUCO","HUAMALIES","LLATA",7,22,764,31.8,2.9,0.9
"684","HUANUCO","HUAMALIES","MIRAFLORES",1,22,764,4.5,2.9,0.1
"685","HUANUCO","HUAMALIES","MONZON",10,22,764,45.5,2.9,1.3
"686","HUANUCO","HUAMALIES","PU<d1>OS",2,22,764,9.1,2.9,0.3
"687","HUANUCO","HUANUCO","AMARILIS",112,462,764,24.2,60.5,14.7
"688","HUANUCO","HUANUCO","CHINCHAO",4,462,764,0.9,60.5,0.5
"689","HUANUCO","HUANUCO","CHURUBAMBA",4,462,764,0.9,60.5,0.5
"690","HUANUCO","HUANUCO","HUANUCO",266,462,764,57.6,60.5,34.8
"691","HUANUCO","HUANUCO","MARGOS",5,462,764,1.1,60.5,0.7
"692","HUANUCO","HUANUCO","PILLCO MARCA",42,462,764,9.1,60.5,5.5
"693","HUANUCO","HUANUCO","QUISQUI",3,462,764,0.6,60.5,0.4
"694","HUANUCO","HUANUCO","SAN FRANCISCO DE CAYRAN",5,462,764,1.1,60.5,0.7
"695","HUANUCO","HUANUCO","SAN PABLO DE PILLAO",2,462,764,0.4,60.5,0.3
"696","HUANUCO","HUANUCO","SAN PEDRO DE CHAULAN",1,462,764,0.2,60.5,0.1
"697","HUANUCO","HUANUCO","SANTA MARIA DEL VALLE",16,462,764,3.5,60.5,2.1
"698","HUANUCO","HUANUCO","YACUS",1,462,764,0.2,60.5,0.1
"699","HUANUCO","HUANUCO","YARUMAYO",1,462,764,0.2,60.5,0.1
"700","HUANUCO","LAURICOCHA","BA<d1>OS",2,7,764,28.6,0.9,0.3
"701","HUANUCO","LAURICOCHA","JESUS",1,7,764,14.3,0.9,0.1
"702","HUANUCO","LAURICOCHA","JIVIA",1,7,764,14.3,0.9,0.1
"703","HUANUCO","LAURICOCHA","RONDOS",1,7,764,14.3,0.9,0.1
"704","HUANUCO","LAURICOCHA","SAN FRANCISCO DE ASIS",2,7,764,28.6,0.9,0.3
"705","HUANUCO","LEONCIO PRADO","CASTILLO GRANDE",11,175,764,6.3,22.9,1.4
"706","HUANUCO","LEONCIO PRADO","DANIEL ALOMIA ROBLES",2,175,764,1.1,22.9,0.3
"707","HUANUCO","LEONCIO PRADO","HERMILIO VALDIZAN",2,175,764,1.1,22.9,0.3
"708","HUANUCO","LEONCIO PRADO","JOSE CRESPO Y CASTILLO",25,175,764,14.3,22.9,3.3
"709","HUANUCO","LEONCIO PRADO","LUYANDO",7,175,764,4,22.9,0.9
"710","HUANUCO","LEONCIO PRADO","MARIANO DAMASO BERAUN",6,175,764,3.4,22.9,0.8
"711","HUANUCO","LEONCIO PRADO","PUCAYACU",2,175,764,1.1,22.9,0.3
"712","HUANUCO","LEONCIO PRADO","PUEBLO NUEVO",1,175,764,0.6,22.9,0.1
"713","HUANUCO","LEONCIO PRADO","RUPA-RUPA",116,175,764,66.3,22.9,15.2
"714","HUANUCO","LEONCIO PRADO","RUPA RUPA",2,175,764,1.1,22.9,0.3
"715","HUANUCO","LEONCIO PRADO","SANTO DOMINGO DE ANDA",1,175,764,0.6,22.9,0.1
"716","HUANUCO","MARA<d1>ON","CHOLON",2,4,764,50,0.5,0.3
"717","HUANUCO","MARA<d1>ON","HUACRACHUCO",2,4,764,50,0.5,0.3
"718","HUANUCO","PACHITEA","CHAGLLA",2,14,764,14.3,1.8,0.3
"719","HUANUCO","PACHITEA","MOLINO",4,14,764,28.6,1.8,0.5
"720","HUANUCO","PACHITEA","PANAO",5,14,764,35.7,1.8,0.7
"721","HUANUCO","PACHITEA","UMARI",3,14,764,21.4,1.8,0.4
"722","HUANUCO","PUERTO INCA","CODO DEL POZUZO",2,9,764,22.2,1.2,0.3
"723","HUANUCO","PUERTO INCA","HONORIA",2,9,764,22.2,1.2,0.3
"724","HUANUCO","PUERTO INCA","PUERTO INCA",4,9,764,44.4,1.2,0.5
"725","HUANUCO","PUERTO INCA","TOURNAVISTA",1,9,764,11.1,1.2,0.1
"726","HUANUCO","YAROWILCA","CHAVINILLO",3,7,764,42.9,0.9,0.4
"727","HUANUCO","YAROWILCA","CHORAS",2,7,764,28.6,0.9,0.3
"728","HUANUCO","YAROWILCA","JACAS CHICO",1,7,764,14.3,0.9,0.1
"729","HUANUCO","YAROWILCA","PAMPAMARCA",1,7,764,14.3,0.9,0.1
"730","ICA","","",3,3,2277,100,0.1,0.1
"731","ICA","CHINCHA","ALTO LARAN",16,830,2277,1.9,36.5,0.7
"732","ICA","CHINCHA","CHAVIN",3,830,2277,0.4,36.5,0.1
"733","ICA","CHINCHA","CHINCHA ALTA",362,830,2277,43.6,36.5,15.9
"734","ICA","CHINCHA","CHINCHA BAJA",44,830,2277,5.3,36.5,1.9
"735","ICA","CHINCHA","EL CARMEN",20,830,2277,2.4,36.5,0.9
"736","ICA","CHINCHA","GROCIO PRADO",157,830,2277,18.9,36.5,6.9
"737","ICA","CHINCHA","PUEBLO NUEVO",110,830,2277,13.3,36.5,4.8
"738","ICA","CHINCHA","SAN JUAN DE YANAC",1,830,2277,0.1,36.5,0
"739","ICA","CHINCHA","SUNAMPE",104,830,2277,12.5,36.5,4.6
"740","ICA","CHINCHA","TAMBO DE MORA",13,830,2277,1.6,36.5,0.6
"741","ICA","ICA","ICA",459,920,2277,49.9,40.4,20.2
"742","ICA","ICA","LA TINGUI´.¢A",4,920,2277,0.4,40.4,0.2
"743","ICA","ICA","LA TINGUI<d1>A",72,920,2277,7.8,40.4,3.2
"744","ICA","ICA","LA TINGUINA",2,920,2277,0.2,40.4,0.1
"745","ICA","ICA","LOS AQUIJES",39,920,2277,4.2,40.4,1.7
"746","ICA","ICA","OCUCAJE",9,920,2277,1,40.4,0.4
"747","ICA","ICA","PACHACUTEC",27,920,2277,2.9,40.4,1.2
"748","ICA","ICA","PARCONA",93,920,2277,10.1,40.4,4.1
"749","ICA","ICA","PUEBLO NUEVO",14,920,2277,1.5,40.4,0.6
"750","ICA","ICA","SALAS",34,920,2277,3.7,40.4,1.5
"751","ICA","ICA","SAN JOSE DE LOS MOLINOS",17,920,2277,1.8,40.4,0.7
"752","ICA","ICA","SAN JUAN BAUTISTA",17,920,2277,1.8,40.4,0.7
"753","ICA","ICA","SANTIAGO",49,920,2277,5.3,40.4,2.2
"754","ICA","ICA","SUBTANJALLA",48,920,2277,5.2,40.4,2.1
"755","ICA","ICA","TATE",26,920,2277,2.8,40.4,1.1
"756","ICA","ICA","YAUCA DEL ROSARIO",10,920,2277,1.1,40.4,0.4
"757","ICA","NASCA","NASCA",2,2,2277,100,0.1,0.1
"758","ICA","NAZCA","CHANGUILLO",1,128,2277,0.8,5.6,0
"759","ICA","NAZCA","EL INGENIO",4,128,2277,3.1,5.6,0.2
"760","ICA","NAZCA","MARCONA",32,128,2277,25,5.6,1.4
"761","ICA","NAZCA","NAZCA",61,128,2277,47.7,5.6,2.7
"762","ICA","NAZCA","VISTA ALEGRE",30,128,2277,23.4,5.6,1.3
"763","ICA","PALPA","PALPA",29,44,2277,65.9,1.9,1.3
"764","ICA","PALPA","RIO GRANDE",12,44,2277,27.3,1.9,0.5
"765","ICA","PALPA","SANTA CRUZ",3,44,2277,6.8,1.9,0.1
"766","ICA","PISCO","HUANCANO",3,350,2277,0.9,15.4,0.1
"767","ICA","PISCO","HUMAY",9,350,2277,2.6,15.4,0.4
"768","ICA","PISCO","INDEPENDENCIA",15,350,2277,4.3,15.4,0.7
"769","ICA","PISCO","PARACAS",12,350,2277,3.4,15.4,0.5
"770","ICA","PISCO","PISCO",172,350,2277,49.1,15.4,7.6
"771","ICA","PISCO","SAN ANDRES",37,350,2277,10.6,15.4,1.6
"772","ICA","PISCO","SAN CLEMENTE",60,350,2277,17.1,15.4,2.6
"773","ICA","PISCO","TUPAC AMARU INCA",42,350,2277,12,15.4,1.8
"774","JUNIN","CHANCHAMAYO","CHANCHAMAYO",79,256,1537,30.9,16.7,5.1
"775","JUNIN","CHANCHAMAYO","PERENE",70,256,1537,27.3,16.7,4.6
"776","JUNIN","CHANCHAMAYO","PICHANAQUI",45,256,1537,17.6,16.7,2.9
"777","JUNIN","CHANCHAMAYO","SAN LUIS DE SHUARO",9,256,1537,3.5,16.7,0.6
"778","JUNIN","CHANCHAMAYO","SAN RAMON",53,256,1537,20.7,16.7,3.4
"779","JUNIN","CHUPACA","AHUAC",6,74,1537,8.1,4.8,0.4
"780","JUNIN","CHUPACA","CHONGOS BAJO",5,74,1537,6.8,4.8,0.3
"781","JUNIN","CHUPACA","CHUPACA",39,74,1537,52.7,4.8,2.5
"782","JUNIN","CHUPACA","HUACHAC",1,74,1537,1.4,4.8,0.1
"783","JUNIN","CHUPACA","HUAMANCACA CHICO",13,74,1537,17.6,4.8,0.8
"784","JUNIN","CHUPACA","SAN JUAN DE ISCOS",3,74,1537,4.1,4.8,0.2
"785","JUNIN","CHUPACA","SAN JUAN DE JARPA",2,74,1537,2.7,4.8,0.1
"786","JUNIN","CHUPACA","TRES DE DICIEMBRE",2,74,1537,2.7,4.8,0.1
"787","JUNIN","CHUPACA","YANACANCHA",3,74,1537,4.1,4.8,0.2
"788","JUNIN","CONCEPCION","ACO",3,51,1537,5.9,3.3,0.2
"789","JUNIN","CONCEPCION","ANDAMARCA",1,51,1537,2,3.3,0.1
"790","JUNIN","CONCEPCION","COMAS",13,51,1537,25.5,3.3,0.8
"791","JUNIN","CONCEPCION","CONCEPCION",15,51,1537,29.4,3.3,1
"792","JUNIN","CONCEPCION","HEROINAS TOLEDO",2,51,1537,3.9,3.3,0.1
"793","JUNIN","CONCEPCION","MANZANARES",2,51,1537,3.9,3.3,0.1
"794","JUNIN","CONCEPCION","MATAHUASI",1,51,1537,2,3.3,0.1
"795","JUNIN","CONCEPCION","MITO",2,51,1537,3.9,3.3,0.1
"796","JUNIN","CONCEPCION","NUEVE DE JULIO",1,51,1537,2,3.3,0.1
"797","JUNIN","CONCEPCION","ORCOTUNA",8,51,1537,15.7,3.3,0.5
"798","JUNIN","CONCEPCION","SAN JOSE DE QUERO",3,51,1537,5.9,3.3,0.2
"799","JUNIN","HUANCAYO","CARHUACALLANGA",2,760,1537,0.3,49.4,0.1
"800","JUNIN","HUANCAYO","CHACAPAMPA",1,760,1537,0.1,49.4,0.1
"801","JUNIN","HUANCAYO","CHICCHE",1,760,1537,0.1,49.4,0.1
"802","JUNIN","HUANCAYO","CHILCA",114,760,1537,15,49.4,7.4
"803","JUNIN","HUANCAYO","CHUPURO",1,760,1537,0.1,49.4,0.1
"804","JUNIN","HUANCAYO","COLCA",2,760,1537,0.3,49.4,0.1
"805","JUNIN","HUANCAYO","EL TAMBO",238,760,1537,31.3,49.4,15.5
"806","JUNIN","HUANCAYO","HUALHUAS",3,760,1537,0.4,49.4,0.2
"807","JUNIN","HUANCAYO","HUANCAN",14,760,1537,1.8,49.4,0.9
"808","JUNIN","HUANCAYO","HUANCAYO",288,760,1537,37.9,49.4,18.7
"809","JUNIN","HUANCAYO","HUAYUCACHI",5,760,1537,0.7,49.4,0.3
"810","JUNIN","HUANCAYO","PARIAHUANCA",1,760,1537,0.1,49.4,0.1
"811","JUNIN","HUANCAYO","PILCOMAYO",21,760,1537,2.8,49.4,1.4
"812","JUNIN","HUANCAYO","PUCARA",7,760,1537,0.9,49.4,0.5
"813","JUNIN","HUANCAYO","QUICHUAY",5,760,1537,0.7,49.4,0.3
"814","JUNIN","HUANCAYO","QUILCAS",3,760,1537,0.4,49.4,0.2
"815","JUNIN","HUANCAYO","SA<d1>O",4,760,1537,0.5,49.4,0.3
"816","JUNIN","HUANCAYO","SAN AGUSTIN",17,760,1537,2.2,49.4,1.1
"817","JUNIN","HUANCAYO","SAN JERONIMO DE TUNAN",10,760,1537,1.3,49.4,0.7
"818","JUNIN","HUANCAYO","SANTO DOMINGO DE ACOBAMBA",3,760,1537,0.4,49.4,0.2
"819","JUNIN","HUANCAYO","SAPALLANGA",16,760,1537,2.1,49.4,1
"820","JUNIN","HUANCAYO","SICAYA",2,760,1537,0.3,49.4,0.1
"821","JUNIN","HUANCAYO","VIQUES",2,760,1537,0.3,49.4,0.1
"822","JUNIN","JAUJA","ACOLLA",7,72,1537,9.7,4.7,0.5
"823","JUNIN","JAUJA","APATA",2,72,1537,2.8,4.7,0.1
"824","JUNIN","JAUJA","ATAURA",1,72,1537,1.4,4.7,0.1
"825","JUNIN","JAUJA","EL MANTARO",1,72,1537,1.4,4.7,0.1
"826","JUNIN","JAUJA","HUAMALI",3,72,1537,4.2,4.7,0.2
"827","JUNIN","JAUJA","HUERTAS",2,72,1537,2.8,4.7,0.1
"828","JUNIN","JAUJA","JAUJA",20,72,1537,27.8,4.7,1.3
"829","JUNIN","JAUJA","LEONOR ORDO<d1>EZ",1,72,1537,1.4,4.7,0.1
"830","JUNIN","JAUJA","LLOCLLAPAMPA",1,72,1537,1.4,4.7,0.1
"831","JUNIN","JAUJA","MARCO",2,72,1537,2.8,4.7,0.1
"832","JUNIN","JAUJA","MASMA",4,72,1537,5.6,4.7,0.3
"833","JUNIN","JAUJA","MOLINOS",2,72,1537,2.8,4.7,0.1
"834","JUNIN","JAUJA","MONOBAMBA",1,72,1537,1.4,4.7,0.1
"835","JUNIN","JAUJA","MUQUI",1,72,1537,1.4,4.7,0.1
"836","JUNIN","JAUJA","MUQUIYAUYO",2,72,1537,2.8,4.7,0.1
"837","JUNIN","JAUJA","PACA",4,72,1537,5.6,4.7,0.3
"838","JUNIN","JAUJA","PARCO",1,72,1537,1.4,4.7,0.1
"839","JUNIN","JAUJA","POMACANCHA",2,72,1537,2.8,4.7,0.1
"840","JUNIN","JAUJA","SAN LORENZO",2,72,1537,2.8,4.7,0.1
"841","JUNIN","JAUJA","SAUSA",4,72,1537,5.6,4.7,0.3
"842","JUNIN","JAUJA","YAULI",2,72,1537,2.8,4.7,0.1
"843","JUNIN","JAUJA","YAUYOS",7,72,1537,9.7,4.7,0.5
"844","JUNIN","JUNIN","CARHUAMAYO",9,39,1537,23.1,2.5,0.6
"845","JUNIN","JUNIN","JUN-N",4,39,1537,10.3,2.5,0.3
"846","JUNIN","JUNIN","JUNIN",17,39,1537,43.6,2.5,1.1
"847","JUNIN","JUNIN","ONDORES",5,39,1537,12.8,2.5,0.3
"848","JUNIN","JUNIN","ULCUMAYO",4,39,1537,10.3,2.5,0.3
"849","JUNIN","SATIPO","COVIRIALI",6,109,1537,5.5,7.1,0.4
"850","JUNIN","SATIPO","MAZAMARI",10,109,1537,9.2,7.1,0.7
"851","JUNIN","SATIPO","PANGOA",49,109,1537,45,7.1,3.2
"852","JUNIN","SATIPO","RIO NEGRO",10,109,1537,9.2,7.1,0.7
"853","JUNIN","SATIPO","RIO TAMBO",1,109,1537,0.9,7.1,0.1
"854","JUNIN","SATIPO","SATIPO",32,109,1537,29.4,7.1,2.1
"855","JUNIN","SATIPO","VIZCATAN DEL ENE",1,109,1537,0.9,7.1,0.1
"856","JUNIN","TARMA","ACOBAMBA",6,119,1537,5,7.7,0.4
"857","JUNIN","TARMA","HUASAHUASI",7,119,1537,5.9,7.7,0.5
"858","JUNIN","TARMA","LA UNION",5,119,1537,4.2,7.7,0.3
"859","JUNIN","TARMA","PALCA",2,119,1537,1.7,7.7,0.1
"860","JUNIN","TARMA","PALCAMAYO",7,119,1537,5.9,7.7,0.5
"861","JUNIN","TARMA","SAN PEDRO DE CAJAS",1,119,1537,0.8,7.7,0.1
"862","JUNIN","TARMA","TAPO",2,119,1537,1.7,7.7,0.1
"863","JUNIN","TARMA","TARMA",89,119,1537,74.8,7.7,5.8
"864","JUNIN","YAULI","CHACAPALPA",2,57,1537,3.5,3.7,0.1
"865","JUNIN","YAULI","LA OROYA",34,57,1537,59.6,3.7,2.2
"866","JUNIN","YAULI","MOROCOCHA",1,57,1537,1.8,3.7,0.1
"867","JUNIN","YAULI","PACCHA",3,57,1537,5.3,3.7,0.2
"868","JUNIN","YAULI","SANTA ROSA DE SACCO",11,57,1537,19.3,3.7,0.7
"869","JUNIN","YAULI","SUITUCANCHA",2,57,1537,3.5,3.7,0.1
"870","JUNIN","YAULI","YAULI",4,57,1537,7,3.7,0.3
"871","LA LIBERTAD","ASCOPE","ASCOPE",15,252,2863,6,8.8,0.5
"872","LA LIBERTAD","ASCOPE","CASA GRANDE",65,252,2863,25.8,8.8,2.3
"873","LA LIBERTAD","ASCOPE","CHICAMA",25,252,2863,9.9,8.8,0.9
"874","LA LIBERTAD","ASCOPE","CHOCOPE",36,252,2863,14.3,8.8,1.3
"875","LA LIBERTAD","ASCOPE","MAGDALENA DE CAO",7,252,2863,2.8,8.8,0.2
"876","LA LIBERTAD","ASCOPE","PAIJAN",34,252,2863,13.5,8.8,1.2
"877","LA LIBERTAD","ASCOPE","RAZURI",14,252,2863,5.6,8.8,0.5
"878","LA LIBERTAD","ASCOPE","SANTIAGO DE CAO",56,252,2863,22.2,8.8,2
"879","LA LIBERTAD","BOLIVAR","BAMBAMARCA",1,1,2863,100,0,0
"880","LA LIBERTAD","CHEPEN","CHEP+N",103,209,2863,49.3,7.3,3.6
"881","LA LIBERTAD","CHEPEN","CHEPEN",75,209,2863,35.9,7.3,2.6
"882","LA LIBERTAD","CHEPEN","PACANGA",18,209,2863,8.6,7.3,0.6
"883","LA LIBERTAD","CHEPEN","PUEBLO NUEVO",13,209,2863,6.2,7.3,0.5
"884","LA LIBERTAD","GRAN CHIMU","CASCAS",15,22,2863,68.2,0.8,0.5
"885","LA LIBERTAD","GRAN CHIMU","COMPIN",1,22,2863,4.5,0.8,0
"886","LA LIBERTAD","GRAN CHIMU","LUCMA",4,22,2863,18.2,0.8,0.1
"887","LA LIBERTAD","GRAN CHIMU","MARMOT",1,22,2863,4.5,0.8,0
"888","LA LIBERTAD","GRAN CHIMU","SAYAPULLO",1,22,2863,4.5,0.8,0
"889","LA LIBERTAD","JULCAN","CALAMARCA",2,8,2863,25,0.3,0.1
"890","LA LIBERTAD","JULCAN","CARABAMBA",4,8,2863,50,0.3,0.1
"891","LA LIBERTAD","JULCAN","JULCAN",2,8,2863,25,0.3,0.1
"892","LA LIBERTAD","OTUZCO","AGALLPAMPA",6,52,2863,11.5,1.8,0.2
"893","LA LIBERTAD","OTUZCO","CHARAT",1,52,2863,1.9,1.8,0
"894","LA LIBERTAD","OTUZCO","HUARANCHAL",1,52,2863,1.9,1.8,0
"895","LA LIBERTAD","OTUZCO","LA CUESTA",1,52,2863,1.9,1.8,0
"896","LA LIBERTAD","OTUZCO","MACHE",5,52,2863,9.6,1.8,0.2
"897","LA LIBERTAD","OTUZCO","OTUZCO",29,52,2863,55.8,1.8,1
"898","LA LIBERTAD","OTUZCO","SALPO",2,52,2863,3.8,1.8,0.1
"899","LA LIBERTAD","OTUZCO","SINSICAP",2,52,2863,3.8,1.8,0.1
"900","LA LIBERTAD","OTUZCO","USQUIL",5,52,2863,9.6,1.8,0.2
"901","LA LIBERTAD","PACASMAYO","GUADALUPE",70,167,2863,41.9,5.8,2.4
"902","LA LIBERTAD","PACASMAYO","JEQUETEPEQUE",3,167,2863,1.8,5.8,0.1
"903","LA LIBERTAD","PACASMAYO","PACASMAYO",60,167,2863,35.9,5.8,2.1
"904","LA LIBERTAD","PACASMAYO","SAN JOSE",9,167,2863,5.4,5.8,0.3
"905","LA LIBERTAD","PACASMAYO","SAN PEDRO DE LLOC",25,167,2863,15,5.8,0.9
"906","LA LIBERTAD","PATAZ","BULDIBUYO",1,24,2863,4.2,0.8,0
"907","LA LIBERTAD","PATAZ","CHILLIA",3,24,2863,12.5,0.8,0.1
"908","LA LIBERTAD","PATAZ","HUANCASPATA",1,24,2863,4.2,0.8,0
"909","LA LIBERTAD","PATAZ","PARCOY",7,24,2863,29.2,0.8,0.2
"910","LA LIBERTAD","PATAZ","PATAZ",6,24,2863,25,0.8,0.2
"911","LA LIBERTAD","PATAZ","PIAS",1,24,2863,4.2,0.8,0
"912","LA LIBERTAD","PATAZ","TAYABAMBA",4,24,2863,16.7,0.8,0.1
"913","LA LIBERTAD","PATAZ","URPAY",1,24,2863,4.2,0.8,0
"914","LA LIBERTAD","SANCHEZ CARRION","CHUGAY",2,28,2863,7.1,1,0.1
"915","LA LIBERTAD","SANCHEZ CARRION","CURGOS",2,28,2863,7.1,1,0.1
"916","LA LIBERTAD","SANCHEZ CARRION","HUAMACHUCO",15,28,2863,53.6,1,0.5
"917","LA LIBERTAD","SANCHEZ CARRION","MARCABAL",3,28,2863,10.7,1,0.1
"918","LA LIBERTAD","SANCHEZ CARRION","SANAGORAN",1,28,2863,3.6,1,0
"919","LA LIBERTAD","SANCHEZ CARRION","SARIN",1,28,2863,3.6,1,0
"920","LA LIBERTAD","SANCHEZ CARRION","SARTIMBAMBA",4,28,2863,14.3,1,0.1
"921","LA LIBERTAD","SANTIAGO DE CHUCO","ANGASMARCA",2,20,2863,10,0.7,0.1
"922","LA LIBERTAD","SANTIAGO DE CHUCO","CACHICADAN",3,20,2863,15,0.7,0.1
"923","LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEBAMBA",1,20,2863,5,0.7,0
"924","LA LIBERTAD","SANTIAGO DE CHUCO","MOLLEPATA",1,20,2863,5,0.7,0
"925","LA LIBERTAD","SANTIAGO DE CHUCO","QUIRUVILCA",3,20,2863,15,0.7,0.1
"926","LA LIBERTAD","SANTIAGO DE CHUCO","SANTA CRUZ DE CHUCA",3,20,2863,15,0.7,0.1
"927","LA LIBERTAD","SANTIAGO DE CHUCO","SANTIAGO DE CHUCO",6,20,2863,30,0.7,0.2
"928","LA LIBERTAD","SANTIAGO DE CHUCO","SITABAMBA",1,20,2863,5,0.7,0
"929","LA LIBERTAD","TRUJILLO","EL PORVENIR",262,1983,2863,13.2,69.3,9.2
"930","LA LIBERTAD","TRUJILLO","FLORENCIA DE MORA",175,1983,2863,8.8,69.3,6.1
"931","LA LIBERTAD","TRUJILLO","HUANCHACO",68,1983,2863,3.4,69.3,2.4
"932","LA LIBERTAD","TRUJILLO","LA ESPERANZA",355,1983,2863,17.9,69.3,12.4
"933","LA LIBERTAD","TRUJILLO","LAREDO",95,1983,2863,4.8,69.3,3.3
"934","LA LIBERTAD","TRUJILLO","MOCHE",66,1983,2863,3.3,69.3,2.3
"935","LA LIBERTAD","TRUJILLO","POROTO",1,1983,2863,0.1,69.3,0
"936","LA LIBERTAD","TRUJILLO","SALAVERRY",36,1983,2863,1.8,69.3,1.3
"937","LA LIBERTAD","TRUJILLO","SIMBAL",6,1983,2863,0.3,69.3,0.2
"938","LA LIBERTAD","TRUJILLO","TRUJILLO",816,1983,2863,41.1,69.3,28.5
"939","LA LIBERTAD","TRUJILLO","VICTOR LARCO HERRERA",103,1983,2863,5.2,69.3,3.6
"940","LA LIBERTAD","VIRU","CHAO",26,97,2863,26.8,3.4,0.9
"941","LA LIBERTAD","VIRU","GUADALUPITO",10,97,2863,10.3,3.4,0.3
"942","LA LIBERTAD","VIRU","VIR+",21,97,2863,21.6,3.4,0.7
"943","LA LIBERTAD","VIRU","VIRU",40,97,2863,41.2,3.4,1.4
"944","LAMBAYEQUE","","",30,197,2157,15.2,9.1,1.4
"945","LAMBAYEQUE","","CAYALT<cd>",3,197,2157,1.5,9.1,0.1
"946","LAMBAYEQUE","","CAYALTI",1,197,2157,0.5,9.1,0
"947","LAMBAYEQUE","","CHICLAYO",61,197,2157,31,9.1,2.8
"948","LAMBAYEQUE","","CHONGOYAPE",4,197,2157,2,9.1,0.2
"949","LAMBAYEQUE","","ETEM",1,197,2157,0.5,9.1,0
"950","LAMBAYEQUE","","ETEN",1,197,2157,0.5,9.1,0
"951","LAMBAYEQUE","","FERRE<d1>AFE",5,197,2157,2.5,9.1,0.2
"952","LAMBAYEQUE","","ILLIMO",3,197,2157,1.5,9.1,0.1
"953","LAMBAYEQUE","","JAYANCA",5,197,2157,2.5,9.1,0.2
