,DEPARTAMENTO,PROVINCIA,DISTRITO,distr_prov
626,HUANCAVELICA,TAYACAJA,PAZOS,2.33
627,HUANCAVELICA,TAYACAJA,PICHOS,4.65
628,HUANCAVELICA,TAYACAJA,QUICHUAS,2.33
629,HUANCAVELICA,TAYACAJA,SALCABAMBA,6.98
630,HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,2.33
631,HUANCAVELICA,TAYACAJA,SURCUBAMBA,2.33
632,HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,4.65
633,HUANUCO,AMBO,AMBO,54.05
634,HUANUCO,AMBO,CAYNA,2.7
635,HUANUCO,AMBO,COLPAS,2.7
636,HUANUCO,AMBO,CONCHAMARCA,8.11
637,HUANUCO,AMBO,HUACAR,16.22
638,HUANUCO,AMBO,SAN RAFAEL,10.81
639,HUANUCO,AMBO,TOMAY KICHWA,2.7
640,HUANUCO,AMBO,TOMAY-KICHWA,2.7
641,HUANUCO,DOS DE MAYO,APARICIO POMARES (CHUPAN),4.35
642,HUANUCO,DOS DE MAYO,CHUQUIS,4.35
643,HUANUCO,DOS DE MAYO,HUALLANCA,4.35
644,HUANUCO,DOS DE MAYO,LA UNION,26.09
645,HUANUCO,DOS DE MAYO,PACHAS,17.39
646,HUANUCO,DOS DE MAYO,QUIVILLA,4.35
647,HUANUCO,DOS DE MAYO,RIPAN,17.39
648,HUANUCO,DOS DE MAYO,RONDOS,4.35
649,HUANUCO,DOS DE MAYO,SAN FRANCISCO DE ASIS,4.35
650,HUANUCO,DOS DE MAYO,SILLAPATA,8.7
651,HUANUCO,DOS DE MAYO,YANAS,4.35
652,HUANUCO,HUACAYBAMBA,HUACAYBAMBA,75.0
653,HUANUCO,HUACAYBAMBA,PINRA,25.0
654,HUANUCO,HUAMALIES,JACAS GRANDE,9.09
655,HUANUCO,HUAMALIES,LLATA,31.82
656,HUANUCO,HUAMALIES,MIRAFLORES,4.55
657,HUANUCO,HUAMALIES,MONZON,45.45
658,HUANUCO,HUAMALIES,PUÑOS,9.09
659,HUANUCO,HUANUCO,AMARILIS,24.24
660,HUANUCO,HUANUCO,CHINCHAO,0.87
661,HUANUCO,HUANUCO,CHURUBAMBA,0.87
662,HUANUCO,HUANUCO,HUANUCO,57.58
663,HUANUCO,HUANUCO,MARGOS,1.08
664,HUANUCO,HUANUCO,PILLCO MARCA,9.09
665,HUANUCO,HUANUCO,QUISQUI,0.65
666,HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,1.08
667,HUANUCO,HUANUCO,SAN PABLO DE PILLAO,0.43
668,HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,0.22
669,HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,3.46
670,HUANUCO,HUANUCO,YACUS,0.22
671,HUANUCO,HUANUCO,YARUMAYO,0.22
672,HUANUCO,LAURICOCHA,BAÑOS,28.57
673,HUANUCO,LAURICOCHA,JESUS,14.29
674,HUANUCO,LAURICOCHA,JIVIA,14.29
675,HUANUCO,LAURICOCHA,RONDOS,14.29
676,HUANUCO,LAURICOCHA,SAN FRANCISCO DE ASIS,28.57
677,HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,6.29
678,HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,1.14
679,HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,1.14
680,HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,14.29
681,HUANUCO,LEONCIO PRADO,LUYANDO,4.0
682,HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,3.43
683,HUANUCO,LEONCIO PRADO,PUCAYACU,1.14
684,HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,0.57
685,HUANUCO,LEONCIO PRADO,RUPA RUPA,1.14
686,HUANUCO,LEONCIO PRADO,RUPA-RUPA,66.29
687,HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,0.57
688,HUANUCO,MARAÑON,CHOLON,50.0
689,HUANUCO,MARAÑON,HUACRACHUCO,50.0
690,HUANUCO,PACHITEA,CHAGLLA,14.29
691,HUANUCO,PACHITEA,MOLINO,28.57
692,HUANUCO,PACHITEA,PANAO,35.71
693,HUANUCO,PACHITEA,UMARI,21.43
694,HUANUCO,PUERTO INCA,CODO DEL POZUZO,22.22
695,HUANUCO,PUERTO INCA,HONORIA,22.22
696,HUANUCO,PUERTO INCA,PUERTO INCA,44.44
697,HUANUCO,PUERTO INCA,TOURNAVISTA,11.11
698,HUANUCO,YAROWILCA,CHAVINILLO,42.86
699,HUANUCO,YAROWILCA,CHORAS,28.57
700,HUANUCO,YAROWILCA,JACAS CHICO,14.29
701,HUANUCO,YAROWILCA,PAMPAMARCA,14.29
702,ICA,CHINCHA,ALTO LARAN,1.93
703,ICA,CHINCHA,CHAVIN,0.36
704,ICA,CHINCHA,CHINCHA ALTA,43.61
705,ICA,CHINCHA,CHINCHA BAJA,5.3
706,ICA,CHINCHA,EL CARMEN,2.41
707,ICA,CHINCHA,GROCIO PRADO,18.92
708,ICA,CHINCHA,PUEBLO NUEVO,13.25
709,ICA,CHINCHA,SAN JUAN DE YANAC,0.12
710,ICA,CHINCHA,SUNAMPE,12.53
711,ICA,CHINCHA,TAMBO DE MORA,1.57
712,ICA,ICA,ICA,49.89
713,ICA,ICA,LA TINGUINA,0.22
714,ICA,ICA,LA TINGUIÂ´.Â¢A,0.43
715,ICA,ICA,LA TINGUIÑA,7.83
716,ICA,ICA,LOS AQUIJES,4.24
717,ICA,ICA,OCUCAJE,0.98
718,ICA,ICA,PACHACUTEC,2.93
719,ICA,ICA,PARCONA,10.11
720,ICA,ICA,PUEBLO NUEVO,1.52
721,ICA,ICA,SALAS,3.7
722,ICA,ICA,SAN JOSE DE LOS MOLINOS,1.85
723,ICA,ICA,SAN JUAN BAUTISTA,1.85
724,ICA,ICA,SANTIAGO,5.33
725,ICA,ICA,SUBTANJALLA,5.22
726,ICA,ICA,TATE,2.83
727,ICA,ICA,YAUCA DEL ROSARIO,1.09
728,ICA,NASCA,NASCA,100.0
729,ICA,NAZCA,CHANGUILLO,0.78
730,ICA,NAZCA,EL INGENIO,3.12
731,ICA,NAZCA,MARCONA,25.0
732,ICA,NAZCA,NAZCA,47.66
733,ICA,NAZCA,VISTA ALEGRE,23.44
734,ICA,PALPA,PALPA,65.91
735,ICA,PALPA,RIO GRANDE,27.27
736,ICA,PALPA,SANTA CRUZ,6.82
737,ICA,PISCO,HUANCANO,0.86
738,ICA,PISCO,HUMAY,2.57
739,ICA,PISCO,INDEPENDENCIA,4.29
740,ICA,PISCO,PARACAS,3.43
741,ICA,PISCO,PISCO,49.14
742,ICA,PISCO,SAN ANDRES,10.57
743,ICA,PISCO,SAN CLEMENTE,17.14
744,ICA,PISCO,TUPAC AMARU INCA,12.0
745,JUNIN,CHANCHAMAYO,CHANCHAMAYO,30.86
746,JUNIN,CHANCHAMAYO,PERENE,27.34
747,JUNIN,CHANCHAMAYO,PICHANAQUI,17.58
748,JUNIN,CHANCHAMAYO,SAN LUIS DE SHUARO,3.52
749,JUNIN,CHANCHAMAYO,SAN RAMON,20.7
750,JUNIN,CHUPACA,AHUAC,8.11
751,JUNIN,CHUPACA,CHONGOS BAJO,6.76
752,JUNIN,CHUPACA,CHUPACA,52.7
753,JUNIN,CHUPACA,HUACHAC,1.35
754,JUNIN,CHUPACA,HUAMANCACA CHICO,17.57
755,JUNIN,CHUPACA,SAN JUAN DE ISCOS,4.05
756,JUNIN,CHUPACA,SAN JUAN DE JARPA,2.7
757,JUNIN,CHUPACA,TRES DE DICIEMBRE,2.7
758,JUNIN,CHUPACA,YANACANCHA,4.05
759,JUNIN,CONCEPCION,ACO,5.88
760,JUNIN,CONCEPCION,ANDAMARCA,1.96
761,JUNIN,CONCEPCION,COMAS,25.49
762,JUNIN,CONCEPCION,CONCEPCION,29.41
763,JUNIN,CONCEPCION,HEROINAS TOLEDO,3.92
764,JUNIN,CONCEPCION,MANZANARES,3.92
765,JUNIN,CONCEPCION,MATAHUASI,1.96
766,JUNIN,CONCEPCION,MITO,3.92
767,JUNIN,CONCEPCION,NUEVE DE JULIO,1.96
768,JUNIN,CONCEPCION,ORCOTUNA,15.69
769,JUNIN,CONCEPCION,SAN JOSE DE QUERO,5.88
770,JUNIN,HUANCAYO,CARHUACALLANGA,0.26
771,JUNIN,HUANCAYO,CHACAPAMPA,0.13
772,JUNIN,HUANCAYO,CHICCHE,0.13
773,JUNIN,HUANCAYO,CHILCA,15.0
774,JUNIN,HUANCAYO,CHUPURO,0.13
775,JUNIN,HUANCAYO,COLCA,0.26
776,JUNIN,HUANCAYO,EL TAMBO,31.32
777,JUNIN,HUANCAYO,HUALHUAS,0.39
778,JUNIN,HUANCAYO,HUANCAN,1.84
779,JUNIN,HUANCAYO,HUANCAYO,37.89
780,JUNIN,HUANCAYO,HUAYUCACHI,0.66
781,JUNIN,HUANCAYO,PARIAHUANCA,0.13
782,JUNIN,HUANCAYO,PILCOMAYO,2.76
783,JUNIN,HUANCAYO,PUCARA,0.92
784,JUNIN,HUANCAYO,QUICHUAY,0.66
785,JUNIN,HUANCAYO,QUILCAS,0.39
786,JUNIN,HUANCAYO,SAN AGUSTIN,2.24
787,JUNIN,HUANCAYO,SAN JERONIMO DE TUNAN,1.32
788,JUNIN,HUANCAYO,SANTO DOMINGO DE ACOBAMBA,0.39
789,JUNIN,HUANCAYO,SAPALLANGA,2.11
790,JUNIN,HUANCAYO,SAÑO,0.53
791,JUNIN,HUANCAYO,SICAYA,0.26
792,JUNIN,HUANCAYO,VIQUES,0.26
793,JUNIN,JAUJA,ACOLLA,9.72
794,JUNIN,JAUJA,APATA,2.78
795,JUNIN,JAUJA,ATAURA,1.39
796,JUNIN,JAUJA,EL MANTARO,1.39
797,JUNIN,JAUJA,HUAMALI,4.17
798,JUNIN,JAUJA,HUERTAS,2.78
799,JUNIN,JAUJA,JAUJA,27.78
800,JUNIN,JAUJA,LEONOR ORDOÑEZ,1.39
801,JUNIN,JAUJA,LLOCLLAPAMPA,1.39
802,JUNIN,JAUJA,MARCO,2.78
803,JUNIN,JAUJA,MASMA,5.56
804,JUNIN,JAUJA,MOLINOS,2.78
805,JUNIN,JAUJA,MONOBAMBA,1.39
806,JUNIN,JAUJA,MUQUI,1.39
807,JUNIN,JAUJA,MUQUIYAUYO,2.78
808,JUNIN,JAUJA,PACA,5.56
809,JUNIN,JAUJA,PARCO,1.39
810,JUNIN,JAUJA,POMACANCHA,2.78
811,JUNIN,JAUJA,SAN LORENZO,2.78
812,JUNIN,JAUJA,SAUSA,5.56
813,JUNIN,JAUJA,YAULI,2.78
814,JUNIN,JAUJA,YAUYOS,9.72
815,JUNIN,JUNIN,CARHUAMAYO,23.08
816,JUNIN,JUNIN,JUN-N,10.26
817,JUNIN,JUNIN,JUNIN,43.59
818,JUNIN,JUNIN,ONDORES,12.82
819,JUNIN,JUNIN,ULCUMAYO,10.26
820,JUNIN,SATIPO,COVIRIALI,5.5
821,JUNIN,SATIPO,MAZAMARI,9.17
822,JUNIN,SATIPO,PANGOA,44.95
823,JUNIN,SATIPO,RIO NEGRO,9.17
824,JUNIN,SATIPO,RIO TAMBO,0.92
825,JUNIN,SATIPO,SATIPO,29.36
826,JUNIN,SATIPO,VIZCATAN DEL ENE,0.92
827,JUNIN,TARMA,ACOBAMBA,5.04
828,JUNIN,TARMA,HUASAHUASI,5.88
829,JUNIN,TARMA,LA UNION,4.2
830,JUNIN,TARMA,PALCA,1.68
831,JUNIN,TARMA,PALCAMAYO,5.88
832,JUNIN,TARMA,SAN PEDRO DE CAJAS,0.84
833,JUNIN,TARMA,TAPO,1.68
834,JUNIN,TARMA,TARMA,74.79
835,JUNIN,YAULI,CHACAPALPA,3.51
836,JUNIN,YAULI,LA OROYA,59.65
837,JUNIN,YAULI,MOROCOCHA,1.75
838,JUNIN,YAULI,PACCHA,5.26
839,JUNIN,YAULI,SANTA ROSA DE SACCO,19.3
840,JUNIN,YAULI,SUITUCANCHA,3.51
841,JUNIN,YAULI,YAULI,7.02
842,LA LIBERTAD,ASCOPE,ASCOPE,5.95
843,LA LIBERTAD,ASCOPE,CASA GRANDE,25.79
844,LA LIBERTAD,ASCOPE,CHICAMA,9.92
845,LA LIBERTAD,ASCOPE,CHOCOPE,14.29
846,LA LIBERTAD,ASCOPE,MAGDALENA DE CAO,2.78
847,LA LIBERTAD,ASCOPE,PAIJAN,13.49
848,LA LIBERTAD,ASCOPE,RAZURI,5.56
849,LA LIBERTAD,ASCOPE,SANTIAGO DE CAO,22.22
850,LA LIBERTAD,BOLIVAR,BAMBAMARCA,100.0
851,LA LIBERTAD,CHEPEN,CHEP+N,49.28
852,LA LIBERTAD,CHEPEN,CHEPEN,35.89
853,LA LIBERTAD,CHEPEN,PACANGA,8.61
854,LA LIBERTAD,CHEPEN,PUEBLO NUEVO,6.22
855,LA LIBERTAD,GRAN CHIMU,CASCAS,68.18
856,LA LIBERTAD,GRAN CHIMU,COMPIN,4.55
857,LA LIBERTAD,GRAN CHIMU,LUCMA,18.18
858,LA LIBERTAD,GRAN CHIMU,MARMOT,4.55
859,LA LIBERTAD,GRAN CHIMU,SAYAPULLO,4.55
860,LA LIBERTAD,JULCAN,CALAMARCA,25.0
861,LA LIBERTAD,JULCAN,CARABAMBA,50.0
862,LA LIBERTAD,JULCAN,JULCAN,25.0
863,LA LIBERTAD,OTUZCO,AGALLPAMPA,11.54
864,LA LIBERTAD,OTUZCO,CHARAT,1.92
865,LA LIBERTAD,OTUZCO,HUARANCHAL,1.92
866,LA LIBERTAD,OTUZCO,LA CUESTA,1.92
867,LA LIBERTAD,OTUZCO,MACHE,9.62
868,LA LIBERTAD,OTUZCO,OTUZCO,55.77
869,LA LIBERTAD,OTUZCO,SALPO,3.85
870,LA LIBERTAD,OTUZCO,SINSICAP,3.85
871,LA LIBERTAD,OTUZCO,USQUIL,9.62
872,LA LIBERTAD,PACASMAYO,GUADALUPE,41.92
873,LA LIBERTAD,PACASMAYO,JEQUETEPEQUE,1.8
874,LA LIBERTAD,PACASMAYO,PACASMAYO,35.93
875,LA LIBERTAD,PACASMAYO,SAN JOSE,5.39
876,LA LIBERTAD,PACASMAYO,SAN PEDRO DE LLOC,14.97
877,LA LIBERTAD,PATAZ,BULDIBUYO,4.17
878,LA LIBERTAD,PATAZ,CHILLIA,12.5
879,LA LIBERTAD,PATAZ,HUANCASPATA,4.17
880,LA LIBERTAD,PATAZ,PARCOY,29.17
881,LA LIBERTAD,PATAZ,PATAZ,25.0
882,LA LIBERTAD,PATAZ,PIAS,4.17
883,LA LIBERTAD,PATAZ,TAYABAMBA,16.67
884,LA LIBERTAD,PATAZ,URPAY,4.17
885,LA LIBERTAD,SANCHEZ CARRION,CHUGAY,7.14
886,LA LIBERTAD,SANCHEZ CARRION,CURGOS,7.14
887,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,53.57
888,LA LIBERTAD,SANCHEZ CARRION,MARCABAL,10.71
889,LA LIBERTAD,SANCHEZ CARRION,SANAGORAN,3.57
890,LA LIBERTAD,SANCHEZ CARRION,SARIN,3.57
891,LA LIBERTAD,SANCHEZ CARRION,SARTIMBAMBA,14.29
892,LA LIBERTAD,SANTIAGO DE CHUCO,ANGASMARCA,10.0
893,LA LIBERTAD,SANTIAGO DE CHUCO,CACHICADAN,15.0
894,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEBAMBA,5.0
895,LA LIBERTAD,SANTIAGO DE CHUCO,MOLLEPATA,5.0
896,LA LIBERTAD,SANTIAGO DE CHUCO,QUIRUVILCA,15.0
897,LA LIBERTAD,SANTIAGO DE CHUCO,SANTA CRUZ DE CHUCA,15.0
898,LA LIBERTAD,SANTIAGO DE CHUCO,SANTIAGO DE CHUCO,30.0
899,LA LIBERTAD,SANTIAGO DE CHUCO,SITABAMBA,5.0
900,LA LIBERTAD,TRUJILLO,EL PORVENIR,13.21
901,LA LIBERTAD,TRUJILLO,FLORENCIA DE MORA,8.83
902,LA LIBERTAD,TRUJILLO,HUANCHACO,3.43
903,LA LIBERTAD,TRUJILLO,LA ESPERANZA,17.9
904,LA LIBERTAD,TRUJILLO,LAREDO,4.79
905,LA LIBERTAD,TRUJILLO,MOCHE,3.33
906,LA LIBERTAD,TRUJILLO,POROTO,0.05
907,LA LIBERTAD,TRUJILLO,SALAVERRY,1.82
908,LA LIBERTAD,TRUJILLO,SIMBAL,0.3
909,LA LIBERTAD,TRUJILLO,TRUJILLO,41.15
910,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,5.19
911,LA LIBERTAD,VIRU,CHAO,26.8
912,LA LIBERTAD,VIRU,GUADALUPITO,10.31
913,LA LIBERTAD,VIRU,VIR+,21.65
914,LA LIBERTAD,VIRU,VIRU,41.24
915,LAMBAYEQUE,CHICLAYO,CAYALTI,1.41
916,LAMBAYEQUE,CHICLAYO,CHICLAYO,50.81
917,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,1.28
918,LAMBAYEQUE,CHICLAYO,ETEN,1.82
919,LAMBAYEQUE,CHICLAYO,ETEN PUERTO,0.13
920,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,15.88
921,LAMBAYEQUE,CHICLAYO,LA VICTORIA,9.02
922,LAMBAYEQUE,CHICLAYO,LAGUNAS,1.28
923,LAMBAYEQUE,CHICLAYO,MONSEFU,2.83
924,LAMBAYEQUE,CHICLAYO,NUEVA ARICA,0.13
925,LAMBAYEQUE,CHICLAYO,OYOTUN,0.4
926,LAMBAYEQUE,CHICLAYO,PATAPO,2.49
927,LAMBAYEQUE,CHICLAYO,PICSI,1.35
928,LAMBAYEQUE,CHICLAYO,PIMENTEL,2.76
929,LAMBAYEQUE,CHICLAYO,POMALCA,2.29
930,LAMBAYEQUE,CHICLAYO,PUCALA,1.35
931,LAMBAYEQUE,CHICLAYO,REQUE,1.08
932,LAMBAYEQUE,CHICLAYO,SANTA ROSA,1.21
933,LAMBAYEQUE,CHICLAYO,SAÑA,0.34
934,LAMBAYEQUE,CHICLAYO,TUMAN,2.15
935,LAMBAYEQUE,EXTRANJERO,EXTRANJERO,100.0
936,LAMBAYEQUE,FERRENAFE,FERRENAFE,50.0
937,LAMBAYEQUE,FERRENAFE,MANUEL ANTONIO MESONES MURO,50.0
938,LAMBAYEQUE,FERREÂ´.Â¢AFE,PITIPO,50.0
939,LAMBAYEQUE,FERREÂ´.Â¢AFE,PUEBLO NUEVO,50.0
940,LAMBAYEQUE,FERREÑAFE,CAÑARIS,1.34
941,LAMBAYEQUE,FERREÑAFE,FERREÑAFE,69.8
942,LAMBAYEQUE,FERREÑAFE,INCAHUASI,2.01
943,LAMBAYEQUE,FERREÑAFE,MANUEL ANTONIO MESONES MURO,2.68
944,LAMBAYEQUE,FERREÑAFE,PITIPO,14.77
945,LAMBAYEQUE,FERREÑAFE,PUEBLO NUEVO,9.4
946,LAMBAYEQUE,LAMBAYEQUE,ILLIMO,6.29
947,LAMBAYEQUE,LAMBAYEQUE,JAYANCA,5.03
948,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,30.19
949,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,6.6
950,LAMBAYEQUE,LAMBAYEQUE,MORROPE,7.55
951,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,11.95
952,LAMBAYEQUE,LAMBAYEQUE,OLMOS,11.95
953,LAMBAYEQUE,LAMBAYEQUE,PACORA,4.09
954,LAMBAYEQUE,LAMBAYEQUE,SALAS,0.94
955,LAMBAYEQUE,LAMBAYEQUE,SAN JOSE,3.46
956,LAMBAYEQUE,LAMBAYEQUE,TUCUME,11.95
957,LAMBAYEQUE,LIMA,SAN JUAN DE LURIGANCHO,100.0
958,LAMBAYEQUE,PIURA,CASTILLA,100.0
959,LIMA,BARRANCA,BARRANCA,52.82
960,LIMA,BARRANCA,PARAMONGA,15.61
961,LIMA,BARRANCA,PATIVILCA,10.96
962,LIMA,BARRANCA,SUPE,12.62
963,LIMA,BARRANCA,SUPE PUERTO,7.97
964,LIMA,CAJATAMBO,CAJATAMBO,50.0
965,LIMA,CAJATAMBO,COPA,50.0
966,LIMA,CANETE,ASIA,8.33
967,LIMA,CANETE,CHILCA,16.67
968,LIMA,CANETE,IMPERIAL,33.33
969,LIMA,CANETE,LUNAHUANA,8.33
970,LIMA,CANETE,MALA,25.0
971,LIMA,CANETE,SAN LUIS,8.33
972,LIMA,CANTA,ARAHUAY,10.53
973,LIMA,CANTA,CANTA,36.84
974,LIMA,CANTA,HUAMANTANGA,15.79
975,LIMA,CANTA,HUAROS,10.53
976,LIMA,CANTA,SAN BUENAVENTURA,5.26
977,LIMA,CANTA,SANTA ROSA DE QUIVES,21.05
978,LIMA,CAÑETE,ASIA,1.19
979,LIMA,CAÑETE,CALANGO,0.48
980,LIMA,CAÑETE,CERRO AZUL,2.61
981,LIMA,CAÑETE,CHILCA,7.36
982,LIMA,CAÑETE,COAYLLO,2.14
983,LIMA,CAÑETE,IMPERIAL,20.67
984,LIMA,CAÑETE,LUNAHUANA,1.9
985,LIMA,CAÑETE,MALA,9.03
986,LIMA,CAÑETE,NUEVO IMPERIAL,6.65
987,LIMA,CAÑETE,PACARAN,0.24
988,LIMA,CAÑETE,QUILMANA,5.46
989,LIMA,CAÑETE,SAN ANTONIO,2.38
990,LIMA,CAÑETE,SAN LUIS,4.28
991,LIMA,CAÑETE,SAN VICENTE DE CAÂ´.Â¢ETE,0.24
992,LIMA,CAÑETE,SAN VICENTE DE CAÑETE,33.25
993,LIMA,CAÑETE,SANTA CRUZ DE FLORES,1.19
994,LIMA,CAÑETE,ZUÑIGA,0.95
995,LIMA,HUARAL,ATAVILLOS BAJO,1.2
996,LIMA,HUARAL,AUCALLAMA,5.02
997,LIMA,HUARAL,CHANCAY,34.69
998,LIMA,HUARAL,HUARAL,56.46
999,LIMA,HUARAL,IHUARI,0.96
1000,LIMA,HUARAL,LAMPIAN,0.48
1001,LIMA,HUARAL,SAN MIGUEL DE ACOS,0.24
1002,LIMA,HUARAL,SUMBILCA,0.72
1003,LIMA,HUARAL,VEINTISIETE DE NOVIEMBRE,0.24
1004,LIMA,HUAROCHIRI,ANTIOQUIA,0.83
1005,LIMA,HUAROCHIRI,CALLAHUANCA,0.83
1006,LIMA,HUAROCHIRI,CARAMPOMA,0.83
1007,LIMA,HUAROCHIRI,CASTA,1.65
1008,LIMA,HUAROCHIRI,CHICLA,1.65
1009,LIMA,HUAROCHIRI,HUANZA,0.83
1010,LIMA,HUAROCHIRI,HUAROCHIR-,0.83
1011,LIMA,HUAROCHIRI,HUAROCHIRI,11.57
1012,LIMA,HUAROCHIRI,LARAOS,0.83
1013,LIMA,HUAROCHIRI,MATUCANA,8.26
1014,LIMA,HUAROCHIRI,RICARDO PALMA,7.44
1015,LIMA,HUAROCHIRI,SAN ANTONIO,28.93
1016,LIMA,HUAROCHIRI,SAN BARTOLOME,0.83
1017,LIMA,HUAROCHIRI,SAN JOSE DE LOS CHORRILLOS,3.31
1018,LIMA,HUAROCHIRI,SAN MATEO,5.79
1019,LIMA,HUAROCHIRI,SAN MATEO DE OTAO,1.65
1020,LIMA,HUAROCHIRI,SAN PEDRO DE HUANCAYRE,1.65
1021,LIMA,HUAROCHIRI,SANTA CRUZ DE COCACHACRA,2.48
1022,LIMA,HUAROCHIRI,SANTA EULALIA,14.88
1023,LIMA,HUAROCHIRI,SANTO DOMINGO DE LOS OLLEROS,2.48
1024,LIMA,HUAROCHIRI,SURCO,2.48
1025,LIMA,HUAURA,AMBAR,0.49
1026,LIMA,HUAURA,CALETA DE CARQUIN,5.09
1027,LIMA,HUAURA,CHECRAS,0.49
1028,LIMA,HUAURA,HUACHO,39.74
1029,LIMA,HUAURA,HUALMAY,13.14
1030,LIMA,HUAURA,HUAURA,12.48
1031,LIMA,HUAURA,PACCHO,0.33
1032,LIMA,HUAURA,SANTA LEONOR,0.16
1033,LIMA,HUAURA,SANTA MARIA,17.08
1034,LIMA,HUAURA,SAYAN,5.58
1035,LIMA,HUAURA,VEGUETA,5.42
1036,LIMA,LIMA,ANCON,0.44
1037,LIMA,LIMA,ATE,5.52
1038,LIMA,LIMA,BARRANCO,0.57
1039,LIMA,LIMA,BREÂ´.Â¢A,0.05
1040,LIMA,LIMA,BREÑA,1.78
1041,LIMA,LIMA,CARABAYLLO,2.28
1042,LIMA,LIMA,CHACLACAYO,0.42
1043,LIMA,LIMA,CHORRILLOS,3.42
1044,LIMA,LIMA,CIENEGUILLA,0.15
1045,LIMA,LIMA,COMAS,6.57
1046,LIMA,LIMA,EL AGUSTINO,3.09
1047,LIMA,LIMA,INDEPENDENCIA,2.52
1048,LIMA,LIMA,JESUS MARIA,1.87
1049,LIMA,LIMA,LA MOLINA,1.12
1050,LIMA,LIMA,LA VICTORIA,4.01
1051,LIMA,LIMA,LIMA,7.74
1052,LIMA,LIMA,LINCE,1.05
1053,LIMA,LIMA,LOS OLIVOS,3.34
1054,LIMA,LIMA,LURIGANCHO,1.26
1055,LIMA,LIMA,LURIN,0.75
1056,LIMA,LIMA,MAGDALENA DEL MAR,0.67
1057,LIMA,LIMA,MIRAFLORES,1.07
1058,LIMA,LIMA,PACHACAMAC,0.59
1059,LIMA,LIMA,PUCUSANA,0.16
1060,LIMA,LIMA,PUEBLO LIBRE,1.12
1061,LIMA,LIMA,PUENTE PIEDRA,2.29
1062,LIMA,LIMA,PUNTA HERMOSA,0.05
1063,LIMA,LIMA,PUNTA NEGRA,0.03
1064,LIMA,LIMA,RIMAC,2.83
1065,LIMA,LIMA,SAN BARTOLO,0.09
1066,LIMA,LIMA,SAN BORJA,0.83
1067,LIMA,LIMA,SAN ISIDRO,0.43
1068,LIMA,LIMA,SAN JUAN DE LURIGANCHO,11.1
1069,LIMA,LIMA,SAN JUAN DE MIRAFLORES,4.4
1070,LIMA,LIMA,SAN LUIS,0.6
1071,LIMA,LIMA,SAN MARTIN DE PORRES,7.13
1072,LIMA,LIMA,SAN MIGUEL,1.33
1073,LIMA,LIMA,SANTA ANITA,2.73
1074,LIMA,LIMA,SANTA MARIA DEL MAR,0.01
1075,LIMA,LIMA,SANTA ROSA,0.1
1076,LIMA,LIMA,SANTIAGO DE SURCO,2.88
1077,LIMA,LIMA,SURQUILLO,1.25
1078,LIMA,LIMA,VILLA EL SALVADOR,6.18
1079,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,4.15
1080,LIMA,OYON,OYON,50.0
1081,LIMA,OYON,PACHANGARA,50.0
1082,LIMA,YAUYOS,CARANIA,3.57
1083,LIMA,YAUYOS,CATAHUASI,7.14
1084,LIMA,YAUYOS,CHOCOS,7.14
1085,LIMA,YAUYOS,COLONIA,7.14
1086,LIMA,YAUYOS,HONGOS,3.57
1087,LIMA,YAUYOS,HUAMPARA,3.57
1088,LIMA,YAUYOS,HUANGASCAR,7.14
1089,LIMA,YAUYOS,HUANTAN,3.57
1090,LIMA,YAUYOS,HUAÑEC,7.14
1091,LIMA,YAUYOS,LARAOS,3.57
1092,LIMA,YAUYOS,PUTINZA,10.71
1093,LIMA,YAUYOS,SAN PEDRO DE PILAS,3.57
1094,LIMA,YAUYOS,TAURIPAMPA,3.57
1095,LIMA,YAUYOS,TOMAS,3.57
1096,LIMA,YAUYOS,VITIS,3.57
1097,LIMA,YAUYOS,VIÑAC,3.57
1098,LIMA,YAUYOS,YAUYOS,17.86
1099,LORETO,ALTO AMAZONAS,JEBEROS,1.54
1100,LORETO,ALTO AMAZONAS,LAGUNAS,1.54
1101,LORETO,ALTO AMAZONAS,YURIMAGUAS,96.92
1102,LORETO,DATEM DEL MARANON,BARRANCA,100.0
